3657,"Veterans Village","Quezon","Aramismis,Quezon City, Quezon","Vergel De Dios Dental Clinic"
3658,"Batangas City","Batangas","138 Rizal Avenue, Batangas","Ercia Dental Clinic"
3659,"Barangka","Marikina","415 Barangka Dr., Mandaluyong City, Marikina","Felizardo Magkaling Dental Clinic"
3660,"Ugong Norte","Quezon","EDSA,Quezon City, Quezon","Clinica Sebastian Medical and Dental Clinic"
3661,"San Antonio Village","Makati","Sacred Heart Street, San Antonio Village, Makati City, Metro Manila, Makati","Philippine Cerebral Palsy Inc"
3662,"Socorro","Quezon","Shopwise Arcade Araneta Center, Cubao, Quezon","Sabater - Paredes Optical"
3663,"Pasay City","Pasay","419 Don Antonio Building, Libertad Arnaiz Avenue, Pasay City, Pasay","Fredent Ortho - Dental Clinic"
3664,"Highway Hills","Mandaluyong","410, Fernandez Street, Barangay Highwayhills,Mandaluyong City, Mandaluyong","MGM Dental Clinic"
3665,"Kalusugan","Quezon","09 7th Avenue, Caloocan City, 1400, Metro Manila,Caloocan City, Quezon","Vicente Dy Medical Clinic"
3666,"Pasay City","Pasay","279 Libertad Extension, Pasay City, 1300, Metro Manila,Pasay City, Pasay","Vicente Granados Medical Clinic"
3667,"Concepcion","Malabon","184 Gen. Luna Street, Ibaba, Malabon","VMI Medical Clinic"
3668,"Concepcion Uno","Marikina","R. SANTOS STREET,Marikina City, Marikina","De Leon's Dental Clinic"
3669,"South Triangle","Quezon","415, Lafayette Dental Clinic, M. L. Quezon Street, Bagumbayan, Taguig, 1634 Metro Manila, Quezon","Lafayette Dental Clinic"
3670,"Sikatuna Village","Quezon","v luna, Quezon","Tooth Haven Dental Clinic"
3671,"San Miguel","Manila","Mercedes Street, Corner M. Suares Street, San Miguel,Pasig city, Manila","Dr Pablo C Alfonso Sr Memorial Clinic"
3672,"Maybunga","Pasig","201 Parc Chateau Condo Onyx road Ortigas Center,Pasig city, Pasig","Trinidad Dental Clinic"
3673,"Bel-Air","Makati","Rm. 303 Se Jo Tong, 808 Ongpin Street, Sta Cruz,City of Manila, Makati","Victor A. Villanueva Clinic"
3674,"Malamig","Mandaluyong","#477, Baranka Drive,Mandaluyong City, Mandaluyong","Casaje Victor O Od"
3675,"Pio del Pilar","Makati","Chino Roces Corner Arnaiz Street, Pasong Tamo 1231,Makati City, Makati","Mendez Medical Group"
3676,"Pasay City","Pasay","1949 F. B. Harrison Street, Pasay City, 1300, Metro Manila,Pasay City, Pasay","Victor Ignacio MD"
3677,"Poblacion","Makati","Concourse Level No. 020-B, Hp Diagnostic Plus The Poweplant Mall, Amorsolo Drive, Poblacion, Makati","Blue Cross Health Care"
3678,"Greenhills North","San Juan","4/F Eisenhower Condominium, Eisenhower Street, Greenhills, San Juan City, San Juan","Roman Dental Laboratory"
3679,"Talipapa","Quezon","635 Area A La Foreza Camarin , Caloocan City, Caloocan","Pacific Global Medical Center"
3680,"Talipapa","Quezon","606 Quirino Hway Novaliches, Quezon City, Quezon","Pacific Global Medical Center"
3681,"Santa Cruz","Manila","1678 Tayuman Sta. Cruz, Manila, Manila","Catalig Dental Clinic"
3682,"Poblacion","Makati","4721 Eduque Street, Makati City, Metro Manila,Makati City, Makati","Victoria Evangelista Medical Clinic"
3683,"Marikina Heights","Marikina","GEN. ORDONEZ STREET,Marikina City, Marikina","Ferrer Dental Clinic"
3684,"Alabang","Muntinlupa","L-302, Belo Medical Group, Filinvest Avenue, Home Precinct Westgate Filinvest, Muntinlupa","Belo Medical Group"
3685,"Rizal","Makati","248 Anahaw Corner Aguho Street Comembo Makati City, Makati","Cattleya Well Family Midwife Clinic"
3686,"Ermita","Manila","Faculty Medical Arts Building, Taft Avenue, PGH Compound, Ermita,Manila City, Manila","University Physicians Medical Center"
3687,"Santa Cruz","Manila","1551 Mayhaligve Street Sta. Cruz Manila, Manila","Dental Clinic (Preventive, Restorative & Orthodontic Dentistry)"
3688,"Guadalupe Nuevo","Makati","Dermcare, 17 Edsa, Guadalupe, Makati City,Makati City, Makati","Dela Cruz Victorina Paz G"
3689,"Plainview","Mandaluyong","602-A, Boni Avenue, Mandaluyong City, 1550,Mandaluyong City, Mandaluyong","Annette Clinic And Hospital"
3690,"San Lorenzo","Makati","Ground Floor, Vernida 1 Building, Amorsolo Street, Makati City, 1200, Metro Manila,Makati City, Makati","Jover Dental Clinic"
3691,"New Era","Quezon","Room 203, Tietra Commercial Center Building, Commonwelath Avenue, corner Tandang Sora Avenue,Quezon City, Quezon","Vida Gracia Sarmiento - Rojas"
3692,"Talon Tres","Las Pinas","545A Talon Garden Talon Uno, Las Pinas City, Las Pinas","Callejo Medical Clinic"
3693,"Bagumbayan","Quezon","Branch: Borough Medical Care Institute (BMCI) 6th Level of Cybermall One in Eastwood City, Bagumbayan ( Libis ),Quezon City, Quezon","Vie Monique Lainez Dental Clinic"
3694,"Greenhills North","San Juan","Room 41F Sampaguita Street Corner Macopa Street, Pembo, Makati","Cardinal Santos Medical Center - Room No. 216"
3695,"Loyola Heights","Quezon","331 Katipunan Avenue Loyola Heights Quezon City, Quezon","V.V Dental Clinic"
3696,"Olympia","Makati","C & R Building, Makati City, Metro Manila,Makati City, Makati","Vilma De Ocampo Dental Clinic"
3697,"Don Bosco","Paranaque","187 Dona Soledad, Parañaque, Paranaque","Garcia - Adriano Dental Clinic"
3698,"Highway Hills","Mandaluyong","20th Century Building, 632 Shawboulivard Street,Mandaluyong City, Mandaluyong","All About Teeth"
3699,"Paco","Manila","1671 Pedro Gil. Street, Paco, Manila","Vilma Maño Lardizabal Dental Clinic"
3700,"Pulang Lupa Dos","Las Pinas","8 Saging B. F, Las Pinas","VP Guevarra Dental Clinic"
3701,"Rosario","Pasig","#3 President Quezon Street, Lifehomes, Barangay Rosario,Pasig city, Pasig","Cocjin Poly Clinic"
3702,"Santa Elena","Marikina","E & E BLDG. W. PAZ STREET,Marikina City, Marikina","Cabansag Dental Clinic"
3703,"Maybunga","Pasig","STALL 6F C. RAYMUNDO ST,Pasig City, Pasig","M.A.S.A. Dental Clinic"
3704,"Brgy. 78","Caloocan","75 Mc Arthur Hi-Way Barangay 78, District 2 Karuhatan, Caloocan","JQUA Dental Care"
3705,"Mall of Asia","Pasay","2/F, South Parking Building, SM Mall of Asia, SM Central Business Park, Pasay","Dermclinic"
3706,"Dasmarinas City","Cavite","Corner Emilio Aguinldo Hi-way Dasmariñas Cavite, Cavite","Piolo Dental Clinic"
3707,"Imus","Cavite","1010 Bayan Luna 8 , Imus Cavite, Cavite","Violeta A. Samson Dental Clinic"
3708,"San Lorenzo","Makati","Unit 905, Medical Plaza Building, Amorsolo Corner Dela Rosa Streets, Legaspi Village,Makati City, Makati","Adxto"
3709,"Bel-Air","Makati","Unit 1106 Nomura Research Institute Ltd,Makati City, Makati","Virata Vivan Chan"
3710,"Ninoy Acquino Airport","Pasay","P13-06 8th cor. 5th st., Villamor Airbase Village, Pasay City, Pasay","Sentinel Veterinary Clinic"
3711,"Plainview","Mandaluyong","509- C Harber Building, Boni Avenue,Mandaluyong City, Mandaluyong","Barcelo Dental"
3712,"Clemente Jose","Pasay","29 Clemente Jose Malibay Pasay City, Pasay","Galang Medical and Maternity Clinic"
3713,"San Lorenzo","Makati","Unit 106 Asian Mansion Condo. 1 109 Dela Rosa St., near cor. Paseo de Roxas,Makati City, Makati","Virgilio Domingo"
3714,"Mandaue City","Cebu City","Rm. 103 CF Ramirez Bldg., SB Cabahug Ave., Centro Mandaue City, Cebu City","Sanchez Pediatrics Clinic"
3715,"Novaliches","Caloocan","Room 312, Neopolitan Bus- Park Regalado, Novaliches Quezon City, Caloocan","Commonwealth Hospital & Medical Center - Room 312"
3716,"Kasilawan","Makati","1603 Mendoza, Makati City, 1200, Metro Manila,Makati City, Makati","Virgilio Mendoza Physician"
3717,"Pamplona Tres","Las Pinas","Unit D Block 9 Lot 15 Tankimly Bldg. Rose Ave. Pillar Village, Las Pinas","Eight Pillars Homehealth, Inc."
3718,"Dasmarinas City","Cavite","blk 61 Lot 7 Brgy. San Juan Area 6, Dasmariñas City, Cavite","Aranas Dental Clinic"
3719,"Cebu","Cebu City","Rm. 415 B 4th floor Ma. Cristina Bldg., Fuente Osmena, Cebu City","Virginia C. Huan"
3720,"Wack-Wack Greenhills","Mandaluyong","5/F Bldg. B Sm Megamall, Edsa Corner Julia Vargas Ave,Mandaluyong City, Mandaluyong","The Brain Audio Visual"
3721,"Malate","Manila","2/F Harrison Plaza, A. Mabini Corner M. Adriatico Streets, City of Manila, Manila","Dermclinic"
3722,"Novaliches","Caloocan","Markvim Hospital, Dahila Street, Caloocan City, 1400, Metro Manila,Caloocan City, Caloocan","Markvim Hospital"
3723,"Sangandaan","Caloocan","52A Mabini St. Cor. Geronimo Sangdaan Caloocan City, Caloocan","Virginia J. Nazal Clinic"
3724,"Sangandaan","Caloocan","520 A. Mabini Street Corner Gen. Geronimo Sangandaan Caloocan City, Caloocan","Virginia J. Nazal Clinic"
3725,"Malibay","Pasay","1742 Dominga St, Brgy 42, Zone 06, Pasay City, Pasay","V. Perey Medical Clinic"
3726,"Tondo","Manila","1059 Solis Street Tondo, Manila","RR Reyes Dental Care Clinic"
3727,"Pasay City","Pasay","2823 Taft Avenue, Pasay City, Metro Manila,Pasay City, Pasay","Virginia S. Serafico Dental Clinic"
3728,"Fairview","Quezon","45 B Regalado Ave. Corner Coronet Street West Fairview, Quezon","Regalado Animal Clinic"
3729,"Pag-Asa","Mandaluyong","195 Rev. Aglipay Street. Mandaluyong City, Mandaluyong","Reyes EENT Clinic"
3730,"La Huerta","Paranaque","Quirino Avenue Barangay La Huerta, Paranaque","Ospital ng Paranaque"
3731,"Bangkal","Makati","2730 General J. Cailles, Makati City, 1200, Metro Manila,Makati City, Makati","Dela Cruz Vivian T"
3732,"Moonwalk","Paranaque","Unit 204 A&M Building. E. Rodriguez Avenue. Corner. Daang Batang Street Moonwalk Village Parañaque. City, Paranaque","Vivian Guitierrez - Avenido Dental Clinic"
3733,"Santa Elena","Marikina","386, J. P. Rizal Street,Marikina City, Marikina","Bright Beginnings Theraphy Center"
3734,"Kalusugan","Quezon","Rm 1112 South Tower, Cathedral Heights Bldg. Compl, Quezon","Dentist At Work Dental Clinic"
3735,"Kalusugan","Quezon","St Lukes Medical Center, 279 E.Rodriguez Sr. Blvd,Taguig City, Quezon","Dentist At Work Dental Clinic"
3736,"Marulas","Valenzuela","120 Mcarthur Highway, Valenzuela., 1208,Makati City, Valenzuela","Fatima Laser Dermatology Center"
3737,"Santolan","Pasig","179 Evangelista St. Santolan,Pasig city, Pasig","Ecobiza Dental Clinic"
3738,"Mall of Asia","Pasay","2nd Floor, Sabater Eyeworx, Sm Mall Of Asia, Pacific Drive,Pasay City, Pasay","Health Delivery System Inc"
3739,"Ermita","Manila","West East center Building, 1333 Taft Avenue Manila, Manila","Multi Specialty Clinic"
3740,"Alabang","Muntinlupa","276 Montillano Street, Alabang, Muntinlupa","Belang's Multi Specialty & Maternity Clinic"
3741,"Fort Bonifacio","Taguig","5/F Active Fun Building 28th cor 9th Ave., BGC Taguig, Taguig","Mccann Worldgroup"
3742,"Cebu","Cebu City","3rd Floor SM Seaside Cebu South Road Properties , Cebu City, Cebu City","The Dental Lounge"
3743,"Dasmarinas City","Cavite","Unit 3 DM Bldg. Summer Meadows, Salitran III, Dasmariñas City, Cavite","Miolata Dental Clinic"
3744,"Highway Hills","Mandaluyong","Unit 40, Facilities Center Building, Shaw Boulevard,Mandaluyong City, Mandaluyong","Citi Dental Health Corporation"
3745,"Marikina Heights","Marikina","29 Se Apitong,Marikina City, Marikina","Camillus Medhaven"
3746,"Pag-Asa","Mandaluyong","Market Place Shopping Mall, Gen. Kalentong Street,Mandaluyong City, Mandaluyong","Avila Natural Herbal"
3747,"Arkong Bato","Valenzuela","12km McArthur Highway Cordero St. Marulas, Valenzuela City, Valenzuela","Prime Dental Land"
3748,"Parang","Marikina","4c A. De Guzman Street,Marikina City, Marikina","Jesus Of Nazareth Theraphy Rehab Centre"
3749,"University of the Philippines Diliman","Quezon","Session Road,Quezon City, Quezon","Milestone Maternity & Lying - In Clinic"
3750,"Quiapo","Manila","Ronquillo Street Quiapo, Manila, Manila","Salamin Antipara 3"
3751,"Lower Bicutan","Taguig","#481 M. L. Quezon Street Lower Bicutan, Taguig","PMC Medical Clinic"
3752,"Ermita","Manila","PYF Building 876 Apacible Street Manila, Manila","Qualimed"
3753,"Pag-Asa","Mandaluyong","700 General Kalentong Street Mandaluyong City, Mandaluyong","JCC Dental Clinic"
3754,"New Zañiga","Mandaluyong","480 Boni Avenue,Mandaluyong City, Mandaluyong","Juan Dela Cruz Medical Clinic"
3755,"Malibay","Pasay","Cartimar Pasay City, Pasay","Perez - Dacuyan Dental Clinic"
3756,"Pasay City","Pasay","1975 Donada Street, Pasay City, Metro Manila,Pasay City, Pasay","Insular Health Care"
3757,"Parang","Marikina","56, C M Recto, Parang,Marikina City, Marikina","Golden View Optical"
3758,"Quiapo","Manila","Unit 1205 España Tower Josefina St., Cor., España Blvd, Manila","WG Quiñones Dental Clinic"
3759,"Imus","Cavite","#208 NIA Road 2 Bucandala Imus, Cavite","W.C Luna Dental Clinic"
3760,"San Pedro","Pateros","19 B. MORCILLA,Pateros Municipality, Pateros","ALC Ortho & Dental Supply"
3761,"Sangandaan","Caloocan","No. 450 A. Mabini St. Caloocan Metro Manila, Caloocan","Caloocan General Hospital"
3762,"Culiat","Quezon","Unit 208 Royal Midway Plaza, #419 Tandang Sora Ave, Quezon","G.V. Dental Specialty"
3763,"Bel-Air","Makati","Makati Tuscany, Ayala Avenue, Makati City, Metro Manila,Makati City, Makati","Wilson Pamintuan Dental Clinic"
3764,"San Lorenzo","Makati","Eurovilla Condominium I, Makati City, Metro Manila,Makati City, Makati","National Philharmonic Society Of The Phils"
3765,"Fort Bonifacio","Taguig","No. 1 Gen. Santos Ave., North Daang Hari, Bagong Tanyag, Bicutan,Taguig City, Taguig","Dito ang Dentista Dental Clinic"
3766,"Parang","Marikina","106 HACMAC BLDG. GEN. MOLINA STREET,marikina City, Marikina","Aragon Dental Clinic"
3767,"Wack-Wack Greenhills","Mandaluyong","26 B, P. Cruz Street,Mandaluyong City, Mandaluyong","Lyf Vaccination and Medical Services Incorporated"
3768,"Cebu","Cebu City","Second Floor Unit 223 Gaisano Country Mall, Banilad, Cebu City, Cebu City","Dental One Center"
3769,"Cebu","Cebu City","I 1, Jose Maria del Mar, Apas, Lahug, Cebu City, 6000 Cebu, Cebu City","Dental City Center for Smile"
3770,"Plainview","Mandaluyong","1060 San Rafael Street, Barangay Plainview,Mandaluyong City, Mandaluyong","Gordon Dental Clinic"
3771,"Caniogan","Pasig","Stall #6, C. Raymundo Street, Caniogan, Pasig city, Pasig","Xyruz Joshua Arielle M. Reyes"
3772,"Ayala Alabang","Muntinlupa","Ground Floor Jupiter Place Building, Jupiter Street, Bel-Air, Makati City, Makati","Aesthetic Science Clinic"
3773,"Ayala Alabang","Muntinlupa","Ground Floor, Kennedy Center Building, Prime Street, Madrigal Business Park, Ayala Alabang, Muntinlupa","Aesthetic Science Clinic"
3774,"Ugong","Pasig","SM Megamall Building A Dona Julia Vargas Avenue, Pasig","Mega Clinic Quality Urgent Care and Wellness Center"
3775,"Ermita","Manila","Rosita Building 1452 Taft Ave, Bgy 676, Zone 073 Ermita, Manila, Manila","Primescan Ultrasound Specialist Clinic"
3776,"Olympia","Makati","#1113 Antipolo Street, Corner J. P. Rizal Street 1208,Makati City, Makati","Lim Optical Clinic"
3777,"San Lorenzo","Makati","147, Unit D2 Medical Plaza Makati, Amorsolo Street,Makati City, Makati","Cagang Dental Clinic"
3778,"East Grace Park","Caloocan","Ever Gotesco Grand Central, Rizal Avenue, Caloocan City,Caloocan City, Caloocan","Dr Yolinda Gonda Balmes MD"
3779,"Batangas City","Batangas","L-54 Poblacion San Pascual, Batangas","Delgado Dental Clinic"
3780,"Pasay City","Pasay","San Juan De Dios Hospital, 2772 Roxas Boulevard, Malibay, Pasay City, Pasay","Zaldy C Silverio"
3781,"Cavite City","Cavite","2/F cm Plaza Bldg. Zone 3, Dasmarinas, Cavite","Ibayo Specialists Clinic"
3782,"Tunasan","Muntinlupa","Kilometer 29, National Highway, Tunasan,Muntinlupa City, Muntinlupa","Gonzales Fadal Dental Clinic"
3783,"Cebu","Cebu City","1082-2 Kalubihan St., Brgy., Talamban, Cebu City, Cebu City","Pet Science Veterinary Clinic"
3784,"Ermita","Manila","986, Taft Avenue, Pasay, 1300, Metro Manila,Pasay City, Manila","Villareal Dental Clinic"
3785,"Concepcion Uno","Marikina","Unit 2 No. 9, AE Santos St., J. Molina, Concepcion 1,Marikina City, Marikina","ZDA Dental Clinic"
3786,"Tunasan","Muntinlupa","Door 2 Torres Compound, National Road, Barangay Tunasan,Muntinlupa City, Muntinlupa","Dr Zenaida G Fadul MD"
3787,"Tunasan","Muntinlupa","Km. 29 Tunasan National Road Muntinlupa City, Muntinlupa","Dentizje Ortho-Dental Clinic"
3788,"East Grace Park","Caloocan","Suite 103, 9th Floor, Victoria Building, Rizal Avenue, Grace Park,,Caloocan City, Caloocan","Z.B. Pascual Dental Clinic"
3789,"Central","Quezon","Malingap St., Teachers' Village, Diliman, Quezon","Tejada Dental Clinic"
3790,"Wack-Wack Greenhills","Mandaluyong","3rd Floor, Starmall, Edsa, Corner Shaw Boulevard, Mandaluyong","De Lunas Dental Centre"
3791,"Grace Park West","Caloocan","Unit 4/ 284 Juan Kalayaan Place Building, Samson Road, Caloocan","Zephyris Skin Care Center"
3792,"Sampaloc","Manila","1801 Fajardo Corner Cristobal Street Sampaloc  Manila, Manila","Zara Dental Care Clinic"
3793,"San Pedro","Pateros","32 J.P Rizal Exit Comembo, Makati","MZ Dental Clinic"
3794,"San Pedro","Pateros","30 C. Almeda Street Unit B Pateros, Pateros","MZ Dental Clinic"
3795,"Silangan","Quezon","278 15th Avenue Cubao, Quezon","Macapagal Dental"
3796,"Barangka Ilaya","Mandaluyong","LG 4 Tower 1 South Bldg. Pioneer Highlands, Mandaluyong","JKN Skin and Surgery Specialists"
3797,"Cebu","Cebu City","Rm. 201 Ma. Cristina Bldg. Osmeña Blvd, Cebu City","VMV Dental Care Clinic"
3798,"Bacoor","Cavite","#3rd Floor Jade Building, Molino Road Molino Bacoor, Cavite, Cavite","JLR Dental Health Center"
3799,"Pinyahan","Quezon","Unit 106 East Side Condo 77 Malakas Street Near Corner V Luna Road Quezon City, Quezon","EFG Face Skin and Body Care Center"
3800,"Greenhills North","San Juan","Unit 220 B 2/F Cardinal Santos Medical Center, Wilson Street, Greenhills, San Juan City, San Juan","Virgith B. Buena Nutrition Clinic"
3801,"Greenhills North","San Juan","2nd Floor Cyclotrone Building Diagnostic Center Complex East Avenue, Diliman, Quezon City, Quezon","Stem Genics"
3802,"Greenhills North","San Juan","Groundfloor West Wood Condominium,23 Eisenhower Street Greenhills, San Juan","Stem Genics"
3803,"Trece Martires City","Cavite","Daang Amaya I Tanza, Cavite, Cavite","Arayata Optical & Eye Clinic"
3804,"Imus","Cavite","1020 B. Luma Imus, Cavite","St. Jude Maternity and Pediatric Clinic"
3805,"Santa Elena","Marikina","FBM Bldg Unit 2A and 3rd floor, Corner Martinez and Bonifacio St. Antipolo City, Marikina","The Skin Icon Clinic"
3806,"Alabang","Muntinlupa","Double E Brothers Bldg. Aguirre Avenue BF homes Paranaque, Westgate Center, Filinvest Corporate City, Muntinlupa","Acnecure Oblepias Dermatological Group"
3807,"Pasay City","Pasay","2nd Floor Carmen Building II Gil Puyat Avenue, Pasay","Eligio Batitis and Associates Dental Clinic"
3808,"Pulang Lupa Dos","Las Pinas","788 CAA Coconut Dr, Las Pinas","Well-Family Midwife Clinic"
3809,"BF Homes","Paranaque","#11 CTP Building President’s Avenue BF Homes, Paranaque","Optima Aesthetics"
3810,"West Triangle","Quezon","Ground Floor 132 West Trade Center Building West Avenue, Quezon","Mandapat Dental Clinic"
3811,"Wawa","Taguig","50-A M.L Quezon St. Wawa, Taguig City, Taguig","Bundle of Care Adult & Pediatric Clinic"
3812,"Tanza","Cavite","100 A. Soriano Highway Tanza, Cavite, Cavite","Tecson Ultrasound Clinic"
3813,"Ermita","Manila","#5 Avenida street corner Dela Cruz street Bahagayang Pag-asa, Bacoor Cavite, Cavite","Probe Polyclinic & Diagnostic Center"
3814,"Ermita","Manila","Ermita Center, Sta Monica Manila, Manila","Probe Polyclinic & Diagnostic Center"
3815,"Cavite City","Cavite","324 P. Burgos Ave., Caridad, Cavite City, Cavite","Olaes Dental Clinic"
3816,"Kawit","Cavite","75 Putol Kawit, Cavite","Enmercedita Sapla-Pallera Dental Clinic"
3817,"Mall of Asia","Pasay","2nd South Parking SM Mall of Asia J.W Diokno Boulevard, Pasay","Little Ones Dental Clinic"
3818,"Imus","Cavite","Blk 2 Lot 2 E. Sarinas Bldg. Pag-asa I, Imus, Cavite, Cavite","Sarinas - Satsatin Maternity and Medical Clinic"
3819,"Bel-Air","Makati","Centuria Medical, Century City Kalayaan Cor. Salamanca st. Makati City, Makati","Eximus Dental"
3820,"San Antonio Village","Makati","Comfoods Annex Building,, Gil Puyat ave., cor. Chino Roces St, Makati","Oral Implants Solutions, Inc"
3821,"Cavite City","Cavite","10 Crescini Street, Caridad, Cavite City, Cavite","A. Dela Cruz Maternity Hospital"
3822,"Noveleta","Cavite","311 San Rafael II, Noveleta, Cavite","Erwin Dental Clinic"
3823,"Milagrosa","Quezon","68 J.P. Rizal Street Corner A. Luna Street Project 4, Quezon","Eugenie Amanda V. Roque Dental Clinic"
3824,"Cebu","Cebu City","307 A Ma. Cristina Bldg., Osmena Blvd., Cebu City, Cebu City","Sucalit Dental Centrum"
3825,"Kawit","Cavite","Alabang Zapote Road Pamplona 3, Las Pinas","Binakayan Hospital and Medical Center"
3826,"Noveleta","Cavite","339 San Rafael III Noveleta, Cavite","Nierva's Dental Clinic"
3827,"Batangas City","Batangas","Most Holy Trinity Poly Clinic Street Joseph Building M.H Del Pilar Street, Batangas","Evangelista Dental Clinic"
3828,"Kawit","Cavite","26 marulas kawit cavite, Cavite","Calceña Dental Clinic"
3829,"Tanza","Cavite","109 Sta Cruz Street Tanza, Cavite","Montano Dental Clinic"
3830,"Tanza","Cavite","Brgy. Mulawin Tanza, Cavite, Cavite","M.V. Santiago Health Care"
3831,"Tanza","Cavite","Barangay 4 Amaya Tanza, Cavite","Famous Care Medical Clinic Laboratory and Diagnostic Center"
3832,"Cebu","Cebu City","2F JL Millennium Bldg., Don Jose Avila St., Cebu City, Cebu City","Velos Dental Clinic"
3833,"Pamplona Tres","Las Pinas","Unit H D'Grand Building San Beda Homes Pamplona Dos, Las Pinas","Tan Frondozo Dental Office"
3834,"Wack-Wack Greenhills","Mandaluyong","Clinic 1111, 11/F, Medical Plaza Ortigas San Miguel Ave., Ortigas Center, Mandaluyong","FQL Aesthetic Plastic Surgery"
3835,"Cebu","Cebu City","Rm. 301 JC Borromeo Bldg., Gov. M. Roa St., Cebu CIty, Cebu City","Villanueva Dental Clinic"
3836,"Novaliches","Caloocan","Unit-F G. Ignacio Bldg. Provincial Rd. Cay Pombo, Santa Maria, Bulacan, Caloocan","Amansec Dental and Implant Center"
3837,"Santa Elena","Marikina","253 Shoe Ave Sto. Nino Marikina City, Marikina","Dental Harmony Oral Care Centre"
3838,"Fort Bonifacio","Taguig","4th Floor Market Market Mall 32nd Street, Taguig","Smile Channel Dental Clinic"
3839,"Bahay Toro","Quezon","139 B Congressional Avenue Barangay Bahay Toro, Quezon","Asian Sun Dental Clinic"
3840,"Almanza Uno","Las Pinas","Don Gregorio Avenue Almanza Uno Las Piñas, Las Pinas","FVC Orthodental Clinic"
3841,"Cebu","Cebu City","GF Unit 6, New Ramos Central, 175 F. Ramos St., Cebu City, Cebu City","Bajada Dental Clinic"
3842,"South Triangle","Quezon","80 Panay cor. Timog Ave, South Triangle, Quezon","Uy Dental Clinic"
3843,"Bel-Air","Makati","Ground Floor, Island Plaza Salcedo Bldg, 105 LP Leviste St., Salcedo Village, Makati","dermHQ"
3844,"Bacoor","Cavite","2nd Floor, Giron Arcade Zapote Bacoor, Cavite","Fabian Skin and Asthma Clinic"
3845,"Cebu","Cebu City","418 Cebu Doctors Hospital MAB2. M. Roa St., Cebu City, Cebu City","Gerard S. Garcia, MD Clinic"
3846,"Dasmarinas City","Cavite","C. M. Delos Reyes, Biclatan, General Trias, Cavite, Cavite","S&L Dental and Orthodontic Clinic"
3847,"Talon Dos","Las Pinas","Unit 3 GDC Place JV Tan Avenue corner Aventin Gil Street BSRV, Las Pinas","Jongco TMJ Ortho - Dental Clinic"
3848,"San Miguel","Manila","Unit 907 Medical Plaza Ortigas 25 San Miguel Avenue Ortigas Center, Manila","Gilbert C. Yang Dermatology Clinic"
3849,"Loyola Heights","Quezon","2nd Floor, J & R Concon Centre Rosa Alvero St., Loyola Heights, Quezon City, Quezon","Unveil Skin and Aesthetics"
3850,"Nayong Kanluran","Quezon","1418 Kamias Road, Corner Anonas Exit, Sikatuna, Quezon City, Quezon","Endiclinique"
3851,"Nayong Kanluran","Quezon","Ground Floor, Hollywood Square building, West Avenue Quezon City, Quezon","Endiclinique"
3852,"Grace Park West","Caloocan","102 Nadurata Street Corner 8th Avenue Grace Park West, Caloocan","Mjcr Ortho Dental Clinic"
3853,"Noveleta","Cavite","D.V. Salud Bldg. 2nd Floor 225 Gen. P. Alvarez St. Poblacion, Noveleta, Cavite, Cavite","Thy Grace Dentistry"
3854,"Binondo","Manila","Chinese General Hospital And Medical Center, Blumentritt Street, Santa Cruz, Manila City, 1014, Metro Manila, Manila","Grace Gaw"
3855,"Highway Hills","Mandaluyong","G/F Worldwide Corporate Center, Shaw Boulevard, Highway Hills, Mandaluyong","South Rd. Dental Studio"
3856,"Balong-Bato","San Juan","N Domingo St Balong Bato, San Juan, San Juan","San Juan Medical Center"
3857,"Wack-Wack Greenhills","Mandaluyong","Lower Ground 33 Cityland Megaplaza ADB Avenue Ortigas Center, Mandaluyong","Guada Chavez Dental Clinic"
3858,"Laging Handa","Quezon","Unit 301 Estuar Building 41 Timog Avenue Barangay Paligsahan, Quezon","Guendolyn Wee Dental Clinic"
3859,"West Kamias","Quezon","3rd Mancor Corporate Center 32nd St. Bonifacio Global City, Taguig","Cosmedics Dermaster Aesthetic Center"
3860,"West Kamias","Quezon","Unit 2 2nd Floor Paraclite Building 1543 Quezon Ave, Quezon","Cosmedics Dermaster Aesthetic Center"
3861,"Noveleta","Cavite","369 Salcedo I, Noveleta, Cavite","EHNS Animal Clinic"
3862,"Cebu","Cebu City","86 F. Mendezona Blgd., Ramos St., Cebu City, Cebu City","Hazel A. Bucad Dental Clinic"
3863,"Alabang","Muntinlupa","Room 206 Estrellita Building 1 Montillano Street A, Muntinlupa","Sevilla Dental Clinic"
3864,"Ramon Magsaysay","Quezon","Unit 404 132 West Trade Center, West Avenue, Quezon","Jollyteeth Ortho - Dental Clinic"
3865,"Socorro","Quezon","Unit #31, Pearl Road, Sta. Rosa Commercial Complex, Muntinlupa","SkinTrends"
3866,"Kawit","Cavite","Unit 1 URS Bldg. Balsahan St. Tirona Highway Binakayan, Kawit, Cavite","HealthPro Pediatric and Medical Clinic"
3867,"Cebu","Cebu City","HP Acebedo, 4J Bldg., Gen. Maxilom Ave., Cebu City, Cebu City","HP Acebedo Clinic"
3868,"Wack-Wack Greenhills","Mandaluyong","felma Street cor. j Fajardo ortigas, Mandaluyong","Fajardo Health Center"
3869,"Panghulo","Malabon","537 Marcelo H. Del Pilar St, Malabon, 1478 Metro Manila, Malabon","Templora Dermatologica"
